,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
298,Hyundai Verna 1.6,2014,500000,70000,Petrol,Individual,Manual,First Owner,Hyundai
299,Hyundai i20 Active,2015,525000,50000,Petrol,Individual,Manual,First Owner,Hyundai
300,Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,Maruti
301,Hyundai i20 1.2,2010,300000,70000,Petrol,Individual,Manual,First Owner,Hyundai
302,Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,Maruti
303,Maruti Swift Dzire,2017,650000,25000,Diesel,Individual,Manual,First Owner,Maruti
304,Maruti Swift Dzire,2014,409000,70000,Petrol,Individual,Manual,Second Owner,Maruti
305,Hyundai Grand i10,2015,395000,80000,Diesel,Individual,Manual,Second Owner,Hyundai
306,Maruti Swift 1.3,2010,215000,70000,Petrol,Individual,Manual,Second Owner,Maruti
307,Maruti Swift Dzire,2014,400000,70000,Petrol,Individual,Manual,Second Owner,Maruti
308,Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet
309,Tata Tigor 1.2,2018,645000,10000,Petrol,Individual,Automatic,First Owner,Tata
310,Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,Maruti
311,Honda City i-DTEC,2017,1300000,30000,Diesel,Individual,Manual,First Owner,Honda
312,Honda City i-DTEC,2017,1250000,33000,Diesel,Individual,Manual,First Owner,Honda
313,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,Maruti
314,Nissan Terrano XV,2014,555000,80100,Diesel,Individual,Manual,Second Owner,Nissan
315,Honda City i,2014,725000,120000,Petrol,Individual,Manual,First Owner,Honda
316,Mahindra Willys CJ,1983,300000,10000,Diesel,Individual,Manual,Third Owner,Mahindra
317,Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,Renault
318,Toyota Innova 2.5,2013,800000,160000,Diesel,Individual,Manual,Second Owner,Toyota
319,Maruti Wagon R,2017,409999,47000,Petrol,Individual,Manual,First Owner,Maruti
320,Hyundai Creta 1.4,2018,1210000,25000,Diesel,Individual,Manual,First Owner,Hyundai
321,Tata Tiago 1.2,2017,400000,26000,Petrol,Individual,Manual,First Owner,Tata
322,Hyundai Grand i10,2018,520000,29000,Diesel,Individual,Manual,First Owner,Hyundai
323,Maruti Baleno Zeta,2016,650000,50000,Petrol,Individual,Automatic,First Owner,Maruti
324,Maruti Swift ZXI,2011,325000,58000,Petrol,Individual,Manual,Third Owner,Maruti
325,Maruti Swift Dzire,2012,420000,120000,Petrol,Individual,Automatic,First Owner,Maruti
326,Maruti Swift LXI,2014,400000,50000,Petrol,Individual,Manual,First Owner,Maruti
327,Hyundai i20 1.2,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai
328,Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
329,Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,Maruti
330,Toyota Innova 2.5,2007,404000,120000,Diesel,Individual,Manual,Third Owner,Toyota
331,Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,Maruti
332,Nissan Micra Diesel,2011,250000,50000,Diesel,Individual,Manual,First Owner,Nissan
333,Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
334,Hyundai Verna 1.6,2013,500000,50000,Petrol,Individual,Manual,Second Owner,Hyundai
335,Maruti Zen Estilo,2007,85000,80000,Petrol,Individual,Manual,Second Owner,Maruti
336,Hyundai Santro Xing,2005,85000,60000,Petrol,Individual,Manual,Second Owner,Hyundai
337,Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
338,Maruti Swift Dzire,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti
339,Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,Maruti
340,Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,Maruti
341,Maruti Swift Ldi,2008,170000,120000,Diesel,Individual,Manual,Third Owner,Maruti
342,Nissan Micra Diesel,2011,275000,45000,Diesel,Individual,Manual,First Owner,Nissan
343,Maruti Wagon R,2005,89000,90000,Petrol,Individual,Manual,Second Owner,Maruti
344,Ford Figo Diesel,2010,170000,90000,Diesel,Individual,Manual,Second Owner,Ford
345,Mahindra XUV300 W8,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,Mahindra
346,Hyundai Creta 1.6,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,Hyundai
347,Maruti Swift VXI,2018,610000,52000,Petrol,Dealer,Manual,First Owner,Maruti
348,Datsun GO T,2016,335000,40000,Petrol,Dealer,Manual,First Owner,Datsun
349,Hyundai Grand i10,2015,434999,40000,Petrol,Dealer,Manual,First Owner,Hyundai
350,Toyota Fortuner 2.8,2018,3000000,35000,Diesel,Individual,Manual,First Owner,Toyota
351,Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,Renault
352,Honda Brio 1.2,2012,325000,40000,Petrol,Dealer,Manual,First Owner,Honda
353,Volkswagen Ameo 1.2,2019,640000,10000,Petrol,Dealer,Manual,First Owner,Volkswagen
354,Nissan Sunny XV,2012,450000,9000,Petrol,Dealer,Manual,First Owner,Nissan
355,Toyota Etios Liva,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,Toyota
356,Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First Owner,Hyundai
357,Renault Duster 85PS,2014,570000,40000,Diesel,Dealer,Manual,First Owner,Renault
358,Mahindra XUV500 W8,2012,680000,93000,Diesel,Dealer,Manual,First Owner,Mahindra
359,Toyota Innova 2.5,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,Toyota
360,Tata Indigo CS,2011,150000,50000,Petrol,Individual,Manual,Second Owner,Tata
361,Hyundai Elantra SX,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,Hyundai
362,Mercedes-Benz New C-Class,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz
363,Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,Tata
364,Nissan Micra Diesel,2013,250000,120000,Diesel,Individual,Manual,First Owner,Nissan
365,Maruti Wagon R,2005,65000,35000,Petrol,Individual,Manual,First Owner,Maruti
366,Maruti Swift Dzire,2016,550000,60000,Diesel,Individual,Manual,Second Owner,Maruti
367,Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai
368,Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,Renault
369,Volkswagen GTI 1.8,2016,800000,70000,Petrol,Individual,Automatic,First Owner,Volkswagen
370,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar
371,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus
372,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar
373,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata
374,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo
375,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota
376,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
377,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti
378,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda
379,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota
380,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti
381,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota
382,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti
383,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai
384,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW
385,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW
386,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda
387,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda
388,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo
389,Hyundai i10 Magna,2010,150000,106000,Petrol,Individual,Manual,Third Owner,Hyundai
390,Toyota Etios Liva,2012,265000,162000,Diesel,Individual,Manual,Third Owner,Toyota
391,Honda CR-V 2.4L,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,Honda
392,Maruti Swift Dzire,2015,480000,90000,Diesel,Individual,Manual,First Owner,Maruti
393,Hyundai Verna 1.6,2014,535000,70000,Diesel,Individual,Manual,Third Owner,Hyundai
394,Toyota Innova 2.5,2005,250000,240000,Diesel,Individual,Manual,Third Owner,Toyota
395,Maruti SX4 Celebration,2012,300000,100000,Diesel,Individual,Manual,Second Owner,Maruti
396,Hyundai Verna XXi,2009,340000,214000,Petrol,Individual,Manual,Second Owner,Hyundai
397,Hyundai Verna CRDi,2009,340000,214000,Diesel,Individual,Manual,Second Owner,Hyundai
398,Maruti Alto 800,2016,240000,50000,Petrol,Individual,Manual,First Owner,Maruti
399,Honda City i-VTEC,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,Honda
400,Maruti Swift Dzire,2017,750000,19000,Diesel,Individual,Automatic,First Owner,Maruti
401,Tata Indigo LS,2012,95000,265000,Diesel,Individual,Manual,Second Owner,Tata
402,Maruti Eeco CNG,2020,409999,35000,CNG,Individual,Manual,First Owner,Maruti
403,Maruti Alto K10,2014,215000,80000,Petrol,Individual,Manual,Second Owner,Maruti
404,Mahindra XUV500 AT,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,Mahindra
405,Maruti Alto K10,2010,150000,80000,Petrol,Individual,Manual,First Owner,Maruti
406,Hyundai EON Sportz,2013,219000,50000,Petrol,Individual,Manual,Second Owner,Hyundai
407,Tata Tiago 1.2,2018,325000,100000,Petrol,Individual,Manual,First Owner,Tata
408,Maruti Eeco Smiles,2013,260000,120000,Petrol,Individual,Manual,Second Owner,Maruti
409,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar
410,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus
411,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar
412,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata
413,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo
414,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota
415,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
416,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti
417,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda
418,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota
419,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti
420,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota
421,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti
422,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai
423,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW
424,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW
425,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda
426,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda
427,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo
428,Honda Amaze S,2019,700000,40000,Diesel,Individual,Automatic,First Owner,Honda
429,Hyundai Creta 1.4,2017,950000,45000,Diesel,Individual,Manual,First Owner,Hyundai
430,Maruti Alto LXi,2010,160000,80000,Petrol,Individual,Manual,Second Owner,Maruti
431,Hyundai Xcent 1.1,2015,409999,135000,Diesel,Individual,Manual,Second Owner,Hyundai
432,Toyota Innova 2.5,2015,840000,120000,Diesel,Individual,Manual,Second Owner,Toyota
433,Toyota Etios Liva,2013,450000,67000,Diesel,Individual,Manual,First Owner,Toyota
434,Maruti Swift Dzire,2017,900000,50000,Diesel,Individual,Manual,First Owner,Maruti
435,Toyota Innova 2.5,2008,570000,134000,Diesel,Individual,Manual,Second Owner,Toyota
436,Nissan Micra Diesel,2011,254999,110000,Diesel,Individual,Manual,Second Owner,Nissan
437,Maruti 800 AC,2009,130000,40000,Petrol,Individual,Manual,First Owner,Maruti
438,Maruti Swift Dzire,2013,530000,120000,Diesel,Individual,Manual,Second Owner,Maruti
439,Volkswagen Polo 1.5,2015,520000,110000,Diesel,Individual,Manual,Second Owner,Volkswagen
440,Mahindra Verito 1.5,2011,229999,170000,Diesel,Individual,Manual,Second Owner,Mahindra
441,Maruti 800 AC,2004,81000,80000,Petrol,Individual,Manual,Second Owner,Maruti
442,Maruti Swift VDI,2016,600000,47000,Diesel,Individual,Manual,First Owner,Maruti
443,Hyundai Xcent 1.2,2015,409999,93000,Petrol,Individual,Manual,First Owner,Hyundai
444,Maruti 800 Std,2010,120000,70000,Petrol,Individual,Manual,Second Owner,Maruti
445,Maruti Celerio VXI,2014,320000,50000,Petrol,Individual,Manual,First Owner,Maruti
446,Ford Figo Diesel,2015,292000,70000,Diesel,Individual,Manual,First Owner,Ford
447,Tata Safari DICOR,2012,390000,80000,Diesel,Individual,Manual,First Owner,Tata
448,Ford Figo 1.2P,2016,550000,44000,Petrol,Individual,Manual,First Owner,Ford
449,Maruti Celerio ZXI,2014,385000,25000,Petrol,Individual,Manual,First Owner,Maruti
450,Hyundai Creta 1.6,2016,800000,25000,Petrol,Individual,Manual,First Owner,Hyundai
451,Maruti Swift Dzire,2019,675000,10000,Petrol,Individual,Manual,First Owner,Maruti
452,Tata Hexa XT,2018,1525000,50000,Diesel,Individual,Manual,First Owner,Tata
453,Ford EcoSport 1.5,2018,950000,30000,Diesel,Individual,Manual,First Owner,Ford
454,Hyundai i20 Active,2015,610000,50000,Diesel,Individual,Manual,Second Owner,Hyundai
455,Hyundai i20 Asta,2012,525000,120000,Diesel,Individual,Manual,First Owner,Hyundai
456,Honda Amaze S,2019,700000,40000,Diesel,Individual,Automatic,First Owner,Honda
457,Mahindra Bolero 2011-2019,2015,375000,80000,Diesel,Individual,Manual,First Owner,Mahindra
458,Nissan Terrano XL,2015,580000,90000,Diesel,Individual,Manual,First Owner,Nissan
459,Maruti Swift VXI,2015,434999,50000,Petrol,Individual,Manual,Second Owner,Maruti
460,Datsun RediGO 1.0,2020,350000,2136,Petrol,Individual,Manual,First Owner,Datsun
461,Toyota Innova 2.5,2012,730000,250000,Diesel,Individual,Manual,First Owner,Toyota
462,Hyundai i20 Magna,2015,600000,35000,Petrol,Individual,Manual,First Owner,Hyundai
463,Toyota Innova 2.5,2015,1050000,120000,Diesel,Individual,Manual,First Owner,Toyota
464,Maruti Baleno Alpha,2017,735000,70000,Diesel,Individual,Manual,First Owner,Maruti
465,Renault Duster 110PS,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,Renault
466,Chevrolet Enjoy 1.3,2016,420000,110000,Diesel,Individual,Manual,Second Owner,Chevrolet
467,Maruti SX4 S,2017,800000,60000,Diesel,Individual,Manual,First Owner,Maruti
468,Toyota Fortuner 4x2,2015,2000000,60000,Diesel,Individual,Automatic,First Owner,Toyota
469,Maruti Swift Dzire,2016,600000,147000,Diesel,Individual,Manual,Second Owner,Maruti
470,Toyota Fortuner 4x2,2015,1900000,130000,Diesel,Individual,Automatic,First Owner,Toyota
471,Chevrolet Captiva LT,2011,500000,99500,Diesel,Individual,Manual,Third Owner,Chevrolet
472,Tata Indica Vista,2011,200000,110000,Diesel,Individual,Manual,Second Owner,Tata
473,Nissan Micra Active,2016,370000,35000,Petrol,Individual,Manual,First Owner,Nissan
474,Hyundai Verna Transform,2010,260000,110000,Diesel,Individual,Manual,Second Owner,Hyundai
475,Mahindra KUV 100,2016,280000,100000,Diesel,Individual,Manual,First Owner,Mahindra
476,Maruti Ertiga VXI,2014,610000,21000,Petrol,Individual,Manual,First Owner,Maruti
477,Ford Fiesta Titanium,2013,300000,60000,Diesel,Individual,Manual,Second Owner,Ford
478,Tata Indigo CS,2010,140000,40000,Diesel,Individual,Manual,First Owner,Tata
479,Hyundai i10 Magna,2008,229999,50000,Petrol,Individual,Manual,First Owner,Hyundai
480,Maruti A-Star Vxi,2010,200000,65000,Petrol,Individual,Manual,Second Owner,Maruti
481,Maruti Wagon R,2011,200000,80000,Petrol,Individual,Manual,First Owner,Maruti
482,Hyundai Verna 1.6,2015,560000,119000,Diesel,Individual,Manual,First Owner,Hyundai
483,Maruti Ertiga SHVS,2016,750000,80000,Diesel,Individual,Manual,First Owner,Maruti
484,Maruti Swift VDI,2017,585000,90000,Diesel,Individual,Manual,First Owner,Maruti
485,Hyundai Verna 1.6,2016,760000,20000,Petrol,Individual,Manual,First Owner,Hyundai
486,Maruti Swift VDI,2014,430000,80000,Diesel,Individual,Manual,Second Owner,Maruti
487,Mahindra KUV 100,2020,480000,44665,Diesel,Individual,Manual,First Owner,Mahindra
488,Kia Seltos HTE,2019,643000,10000,Diesel,Individual,Manual,First Owner,Kia
489,Hyundai Xcent 1.2,2018,500000,60000,Petrol,Individual,Manual,First Owner,Hyundai
490,Honda Brio 1.2,2016,425000,22000,Petrol,Individual,Manual,First Owner,Honda
491,Maruti Alto 800,2014,250000,25000,Petrol,Individual,Manual,First Owner,Maruti
492,Maruti Celerio LDi,2016,285000,70000,Diesel,Individual,Manual,First Owner,Maruti
493,Maruti Swift Dzire,2008,160000,123000,Petrol,Individual,Manual,Third Owner,Maruti
494,Volkswagen Vento Diesel,2011,250000,70000,Diesel,Individual,Manual,Second Owner,Volkswagen
495,Chevrolet Beat LS,2013,170000,70000,Petrol,Individual,Manual,Second Owner,Chevrolet
496,Toyota Etios Liva,2013,409999,45000,Diesel,Individual,Manual,First Owner,Toyota
497,Hyundai Grand i10,2015,400000,40000,Petrol,Individual,Automatic,First Owner,Hyundai
498,Maruti Swift Dzire,2019,700000,30000,Diesel,Individual,Manual,First Owner,Maruti
499,Honda Civic 1.8,2007,350000,90000,Petrol,Individual,Automatic,First Owner,Honda
500,Maruti Ertiga BSIV,2016,660000,34000,Petrol,Individual,Manual,Second Owner,Maruti
501,Maruti Alto 800,2017,268000,25000,Petrol,Individual,Manual,First Owner,Maruti
502,Maruti Alto 800,2016,270000,50000,Petrol,Individual,Manual,First Owner,Maruti
503,Chevrolet Beat Diesel,2013,300000,50000,Diesel,Individual,Manual,First Owner,Chevrolet
504,Tata Tiago 1.2,2017,450000,90000,Petrol,Individual,Manual,First Owner,Tata
505,Chevrolet Beat Diesel,2012,220000,70000,Diesel,Individual,Manual,Second Owner,Chevrolet
506,Tata New Safari,2009,250000,146000,Diesel,Individual,Manual,Second Owner,Tata
507,Ford Figo Petrol,2012,300000,85000,Petrol,Individual,Manual,Second Owner,Ford
508,Tata Indica V2,2009,88000,201850,Diesel,Individual,Manual,Second Owner,Tata
509,Maruti Swift Dzire,2016,561000,30000,Diesel,Individual,Manual,First Owner,Maruti
510,Maruti Swift Dzire,2018,755000,15000,Diesel,Individual,Manual,First Owner,Maruti
511,Datsun RediGO S,2017,235000,25000,Petrol,Individual,Manual,First Owner,Datsun
512,Maruti Alto K10,2011,165000,90000,Petrol,Individual,Manual,First Owner,Maruti
513,Maruti Swift Dzire,2008,190000,80000,Diesel,Individual,Manual,Second Owner,Maruti
514,Tata Indica V2,2011,110000,50000,Diesel,Individual,Manual,First Owner,Tata
515,Mahindra Bolero 2011-2019,2012,320000,80000,Diesel,Individual,Manual,Second Owner,Mahindra
516,Maruti Swift VDI,2010,330000,110000,Diesel,Individual,Manual,Second Owner,Maruti
517,Hyundai i20 Asta,2016,540000,38000,Petrol,Individual,Manual,First Owner,Hyundai
518,Hyundai EON Era,2013,180000,60000,Petrol,Individual,Manual,First Owner,Hyundai
519,Maruti Eeco 7,2016,270000,100000,Petrol,Individual,Manual,Third Owner,Maruti
520,Maruti Swift Dzire,2012,450000,30000,Petrol,Individual,Manual,First Owner,Maruti
521,Maruti Swift Dzire,2014,450000,30000,Petrol,Individual,Manual,First Owner,Maruti
522,Chevrolet Beat LT,2015,200000,50000,Petrol,Individual,Manual,First Owner,Chevrolet
523,Tata Tiago 1.2,2017,425000,42000,Petrol,Individual,Manual,First Owner,Tata
524,Chevrolet Sail 1.2,2016,400000,30000,Petrol,Individual,Manual,First Owner,Chevrolet
525,Maruti Alto LXi,2009,125000,60000,Petrol,Individual,Manual,Third Owner,Maruti
526,Jeep Compass 2.0,2018,1600000,14000,Diesel,Individual,Manual,First Owner,Jeep
527,Honda City i,2015,900000,22000,Petrol,Individual,Manual,First Owner,Honda
528,Volkswagen Vento Diesel,2012,450000,90000,Diesel,Individual,Manual,First Owner,Volkswagen
529,Maruti Alto K10,2011,210000,46000,Petrol,Individual,Manual,First Owner,Maruti
530,Hyundai i20 1.2,2018,801000,20000,Petrol,Individual,Manual,First Owner,Hyundai
531,Tata Venture EX,2014,317000,15000,Diesel,Individual,Manual,First Owner,Tata
532,Maruti Ertiga VXI,2015,600000,40000,Petrol,Individual,Manual,Second Owner,Maruti
533,Hyundai i20 Magna,2014,330000,30000,Petrol,Individual,Manual,Second Owner,Hyundai
534,Hyundai EON Magna,2017,320000,15000,Petrol,Individual,Manual,Second Owner,Hyundai
